,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동
1604, 개봉역 1번 출구 자전거보관서쪽,구로구,서울특별시 구로구 경인로40길 47,37.49428177,126.8592148,남부순환로97길,개봉동
1605, 한진아파트 입구,구로구,서울특별시 구로구 개봉로3길 87,37.4860611,126.8520126,개봉로3길,개봉동
1606, 오류동역 2번출구,구로구,서울특별시 구로구 서해안로 2340-10,37.49367142,126.8437042,서해안로30길,오류동
1607, 온수역 북측,구로구,서울특별시 구로구 경인로3길 지하 64,37.49279022,126.8245239,부일로7길,온수동
1608, 구로역 광장,구로구,서울특별시 구로구 구로중앙로 174,37.50311661,126.8803864,경인로,구로동
1609, 천왕이펜하우스 4단지 후문,구로구,서울특별시 구로구 천왕로 9,37.48070526,126.8389587,천왕로2길,천왕동
1610, 천왕연지타운2단지 앞,구로구,서울특별시 구로구 오리로 1102-10,37.48210526,126.845726,오리로,천왕동
1611, 천왕역 4번출구 뒤,구로구,서울특별시 구로구 오리로 지하 1154,37.48638535,126.8392105,천왕로,천왕동
1612, 디지털입구 교차로,구로구,서울특별시 구로구 시흥대로 551,37.48288345,126.9010391,디지털로32길,구로동
1613, 동아1차APT105동 버스정류장(신도림중학교 방면),구로구,서울특별시 구로구 신도림로 67,37.51000977,126.8820496,신도림로17길,신도림동
1614, 구일고등학교 정문,구로구,서울특별시 구로구 구일로 90-51,37.49340057,126.8743286,구일로,구로동
1615, 강서수도사업소민원센터,구로구,서울특별시 구로구 가마산로 272,37.49578094,126.8901215,가마산로25길,구로동
1616, 구로구의회 앞,구로구,서울특별시 구로구 가마산로25길 9-24,37.49645615,126.8895874,가마산로25길,구로동
1617, 구로거리공원 동측(신도림역 방면),구로구,서울특별시 구로구 공원로 68,37.50284958,126.8894806,공원로8길,구로동
1618, 신도림테크노근린공원,구로구,서울특별시 구로구 새말로 121-15,37.50819397,126.891304,새말로,구로동
1619, 가리봉동주민센터,구로구,서울특별시 구로구 디지털로26길 5,37.48160172,126.8927994,디지털로23길,구로동
1620, 원메디타운 앞,구로구,서울특별시 구로구 경인로 403,37.49789047,126.864502,경인로,고척동
1621, 삼환로즈빌아파트 105동 옆,구로구,서울특별시 구로구 경인로 343,37.49724197,126.8591232,경인로40길,개봉동
1622, 한마을아파트 정문상가,구로구,서울특별시 구로구 경인로 382,37.49649811,126.8630981,경인로,개봉동
1623, 참새공원(백곡경노당),구로구,서울특별시 구로구 고척로21길 85,37.5051384,126.8443375,고척로21라길,개봉동
1624, 동인오피스텔 건너편 소공원,구로구,서울특별시 구로구 고척로22길 64,37.49848175,126.8475037,고척로20길,개봉동
1625, 궁동생태공원,구로구,서울특별시 구로구 오리로 1352,37.50190353,126.8289642,오리로,궁동
1626, 오정초교 앞 보도육교,구로구,서울특별시 구로구 경인로2길 10,37.49072266,126.8263931,경인로,온수동
1627, 오리로와 서해안도로 교차로 앞,구로구,서울특별시 구로구 오리로 1181,37.48859787,126.8364945,서해안로,오류동
1628, 신도림2차e편한세상아파트 203동 앞,구로구,서울특별시 구로구 신도림로 16,37.50518036,126.8825378,경인로,신도림동
1629, 대림역 1번 출입구 밑,구로구,서울특별시 구로구 도림천로 351,37.49256516,126.8947525,구로중앙로8길,구로동
1630, 남구로역 5번 출입구 앞,구로구,서울특별시 구로구 도림로 지하 7,37.48567963,126.8867035,도림로,구로동
1631, 천왕역 1번 출입구 앞,구로구,서울특별시 구로구 오리로 지하 1154,37.48620987,126.8388214,천왕로,천왕동
1632, 구로1동우체국 앞,구로구,서울특별시 구로구 구일로 64,37.4920311,126.8737717,구일로,구로동
1633, 천왕이펜하우스5단지 앞,구로구,서울특별시 구로구 천왕로 10,37.47943115,126.8426971,금오로,천왕동
1634, 구로동롯데아파트,구로구,서울특별시 구로구 새말로 31,37.50254822,126.8838806,새말로6길,구로동
1635, 구로구청,구로구,서울특별시 구로구 가마산로 245,37.49526596,126.8884735,구로중앙로19길,구로동
1636, 구로도서관,구로구,서울특별시 구로구 공원로 15,37.49851608,126.8919907,공원로,구로동
1637, 태평양물산빌딩,구로구,구로구 구로동 197-21,37.48485947,126.8951874,디지털로31길,구로동
1638, 개봉아이파크아파트 앞,구로구,구로구 개봉동 489-1,37.49034119,126.8609314,개봉로2길,개봉동
1639, 고척LIGA아파트 앞,구로구,구로구 고척동 185-10,37.50605011,126.8607864,중앙로,고척동
1640, 오류동역 맞은편,구로구, 구로구 오류동 6-2,37.49676132,126.8449631,경인로25길,오류동
1641, 구로구배드민턴실내체육관 앞,구로구,구로구 오류동 326-1,37.4917984,126.8324204,경인로,오류동
1642, 금강수목원아파트 앞,구로구,구로구 오류동 255-5,37.48937988,126.834198,오리로13길,오류동
1643, 삼성전자 물류센터 앞,구로구,서울시 구로구 구일로126,37.49699783,126.8717804,서부간선지하도로,구로동
1644, 구일역 1번 출입구 앞,구로구,구로구 구로동 642-77,37.49539948,126.8710098,서부간선지하도로,구로동
1645, 고척교 교차로,구로구,구로구 구로동 621-12,37.49856949,126.871521,서부간선지하도로,구로동
1646, 수궁동 성당 주변,구로구,구로구 궁동 252-17,37.49525833,126.830658,부일로17길,궁동
1647, 신도림4차 e편한세상 아파트 1109동 앞,구로구,구로구 신도림동 312-16,37.5123291,126.8868332,경인로67길,신도림동
1648, 대륭포스트타워1차,구로구,구로구 디지털로31길 33-1,37.48437119,126.8954239,디지털로,구로동
1649,항동지구 6단지 602동 앞,구로구,구로구 항동 216-11 ,37.47737503,126.820015,부광로,항동
1650,구로자원순환센터,구로구,구로구 항동 216-11 ,37.48250961,126.8257599,항동로4길,항동
1651,항동지구 4단지 입구,구로구,구로구 항동 82-9,37.48259735,126.8264542,항동로4길,항동
1652,항동지구 1단지 105동 앞,구로구,구로구 항동 100-14,37.48062897,126.8218155,수원문산고속도로,항동
1653,항동지구 2단지 202동 앞,구로구,구로구 항동 113-1,37.48080826,126.821907,수원문산고속도로,항동
1654,항동지구 11단지 1103동 앞,구로구,구로구 항동 169-1,37.47790527,126.8231125,연동로,항동
1655,항동지구 3단지 311동 앞,구로구,구로구 항동 169-2,37.47793961,126.8232727,항동로,항동
1656,항동프라자,구로구,구로구 항동 120-5,37.4798317,126.8227539,연동로,항동
1657,항동지구 3단지 302동 앞,구로구,구로구 항동 135-26,37.47937012,126.82547,항동로2길,항동
1658,항동지구 10단지 1001동 앞,구로구,구로구 항동 135-11,37.47934341,126.8256378,항동로2길,항동
1659,천왕이펜하우스5단지 앞,구로구,구로구 천왕동 277-4,37.47989655,126.8403702,천왕로2길,천왕동
1660,천왕이펜하우스3단지 앞,구로구,구로구 천왕동 277-4,37.48223877,126.8385315,천왕로,천왕동
1661,하늘숲초등학교 앞,구로구,구로구 천왕동 산13-1,37.48366547,126.8416138,오리로,천왕동
1662,신세기아파트 앞,구로구,구로구 개봉동 412-52,37.49396515,126.8530426,개봉로17다길,개봉동
1663,청구아파트 앞,구로구,구로구 고척동 50-65,37.50119019,126.863533,중앙로6길,고척동
1664,제니스스포츠 앞,구로구,구로구 고척동 60-42,37.50452042,126.8705521,목동로1길,고척동
1665,중앙유통단지 앞,구로구,구로구 구로동 635-32,37.49981308,126.8743134,구일로,구로동
1666,미래사랑어린이공원 앞,구로구,구로구 신도림동 314-2,37.51006317,126.8895645,도림천동자전거길,신도림동
1667,초롱타운 앞,구로구,구로구 구로동 467-62,37.49545288,126.880394,구로동로43길,구로동
1668,가마산지하보도 옆,구로구,구로구 구로동 390-157,37.48864746,126.8804703,가마산로,구로동
1669,항동지구 7단지 정문,구로구,구로구 항동 207-1,37.47603607,126.8165894,부광로,항동
1670,항동지구 8단지 803동옆(주차장입구),구로구,구로구 항동 220,37.47473145,126.817009,부광로,항동
1671, 항동지구5단지 501동 앞,구로구,서울 구로구 항동 140-2,37.47819901,126.8248749,항동로,항동
1672, 오류동 다숲오피스텔 앞,구로구,서울 구로구 오류동 332-37,37.49267197,126.8416214,서해안로,오류동
1673, 삼호아파트 앞,구로구,서울 구로구 개봉동 204-20,37.49385834,126.8564682,남부순환로95길,개봉동
1674, 현대아파트 앞,구로구,서울 구로구 개봉동 412-43,37.49333954,126.8591766,개봉로20길,개봉동
1675, 신도림7차e편한세상아파트 806동 앞,구로구,서울 구로구 신도림동 385-3,37.50862503,126.8835373,경인로61길,신도림동
1676, 구로역·NC신구로점 버스정류장(구로역 방면),구로구,서울 구로구 구로동 496-128,37.50096512,126.88237,구로중앙로,구로동
1677, 테크노마트 앞,구로구,서울 구로구 구로동 1-2,37.50624084,126.8911438,새말로,구로동
1678, 희훈타워빌 앞,구로구,서울 구로구 구로동 50,37.50191498,126.8892441,공원로,구로동
1679, 천왕차량사업소 입구,구로구,서울 구로구 천왕동 63-5,37.47604752,126.8450165,광남로,천왕동
1680, 목양전원교회 앞 로터리,구로구,서울 구로구 항동 22-10,37.48389053,126.8221817,연동로11길,항동
1681, 항동하버리안2단지아파트 후문,구로구,서울 구로구 항동 22-10,37.48337555,126.8224793,연동로,항동
1682, 신도림쌍용플래티넘노블아파트 앞,구로구,서울 구로구 구로동 50-7,37.50126266,126.891182,공원로6길,구로동
1683, 동선아파트 앞,구로구,서울 구로구 오류동 80-2,37.49382782,126.8390732,경인로11길,오류동
1684, 성공회대학교,구로구,"서울 구로구 연동로 320
(항동, 성공회대학교)",37.48859024,126.8247833,경인로,오류동
1685, 이좋은집오피스텔 앞,구로구,서울 구로구 오류동 44-1,37.4949913,126.8418503,경인로,오류동
1686, 개봉역2번출구 B,구로구,구로구 개봉동 416-99,37.49539566,126.8576355,개봉로24길,개봉동
1687, 서울남부교정시설 앞,구로구,구로구 천왕동 272,37.47715378,126.839859,금오로,천왕동
1688, 구로공구상가 앞,구로구,구로구 구로동 636-34,37.50075531,126.8770828,경인로,구로동
1689, 오류동 계림웨스트밸리 앞,구로구,구로구 오류동 108-103,37.49090958,126.8296509,부일로,오류동
1690, 중앙유통단지 앞 B,구로구,구로구 구로동 620-4,37.50127029,126.8767853,경인로55길,구로동
1691,구로월드아파트 앞,구로구,구로구 구로동 610-10,37.50519562,126.8761902,구로중앙로39길,구로동
1692,온수역 2번 출구 앞,구로구,구로구 온수동 50-1,37.49179459,126.8250046,경인로3가길,온수동
1693, 독산역 2번출구 자전거주차장,금천구,서울특별시 금천구 벚꽃로 115,37.46652985,126.8887177,범안로,가산동
1694, 서울디지털운동장 앞,금천구,서울특별시 금천구 가산디지털2로 151,37.48228836,126.8777695,가산디지털2로,가산동
1695, 에이스하이엔드타워9차 앞,금천구,서울특별시 금천구 가산디지털1로 233,37.48621368,126.8786392,가마산로,가산동
1696, 에이스하이엔드타워8차 앞,금천구,서울특별시 금천구 가산디지털1로 84,37.47320938,126.8849411,가산디지털1로,가산동
1697, LG전자 별관동(호서대 벤처타워 맞은편),금천구,서울특별시 금천구 가산디지털1로 63,37.47077942,126.8851547,가산디지털1로,가산동
1698, 갑을그레이트밸리 앞,금천구,서울특별시 금천구 디지털로9길 32,37.47903061,126.8872986,디지털로11길,가산동
1699, 두산위브아파트 옆 상가건물 앞,금천구,서울특별시 금천구 가산로 99,37.47422028,126.8941269,시흥대로145길,가산동
1700, 금천폭포공원 앞,금천구,서울특별시 금천구 시흥대로38길 61,37.44686127,126.9038315,시흥대로,시흥동
1701, 금천구청 앞 자전거거치대,금천구,서울특별시 금천구 시흥대로73길 70,37.45647812,126.8959274,시흥대로73길,시흥동
1702, 신한은행 시흥대로금융센터지점,금천구,서울특별시 금천구 시흥대로 446,37.4433403,126.9033585,시흥대로,시흥동
1703, 홈플러스 시흥점 맞은편 다비치안경 앞,금천구,서울특별시 금천구 시흥대로 198,37.45145798,126.9021149,시흥대로50길,시흥동
1704, 서울 시흥동우체국 앞,금천구,서울특별시 금천구 시흥대로 217,37.45299149,126.9009094,시흥대로57길,시흥동
1705, 상신정비공업 앞,금천구,서울특별시 금천구 시흥대로 287,37.4589119,126.8985901,시흥대로77길,시흥동
1706, 독산근린공원 입구,금천구,서울특별시 금천구 독산동 ,37.46455002,126.883728,서부샛길,독산동
1707, 한신아파트 앞 육교 아래,금천구,서울특별시 금천구 금하로1길 70,37.45470047,126.8910523,금하로1길,독산동
1708, 한신코아 앞,금천구,서울특별시 금천구 한내로 62,37.45684052,126.8883438,한내로,독산동
1709, 독산보도육교 앞 자전거 보관소,금천구,서울특별시 금천구 서부샛길 70,37.45672607,126.8930664,안양천로,독산동
1710, 한양수자인아파트 앞,금천구,서울특별시 금천구 시흥대로150길 6,37.47531891,126.8988876,시흥대로141길,독산동
1711, 홈플러스 금천점 앞,금천구,서울특별시 금천구 시흥대로 391,37.4691391,126.8972015,두산로,독산동
1712, 빅마켓 금천점 앞,금천구,서울특별시 금천구 두산로 71,37.4702301,126.8950729,두산로13길,독산동
1713, 메이퀸웨딩컨벤션 앞,금천구,서울특별시 금천구 시흥대로 435,37.47249985,126.8979569,가산로,독산동
1714, 독산역 1번출구 앞 자전거보관소,금천구,서울특별시 금천구 벚꽃로 115,37.46654129,126.8902817,벚꽃로14길,독산동
1715, 월드메르디앙 벤처센터 2차,금천구,서울특별시 금천구 가산디지털2로 123,37.47908401,126.8790436,가산디지털2로,가산동
